id;ficha;especie;nombre.especie;fecha_orig;fecha;anio;mes;estacion;lugar_orig;muni_orig;id_lugar;lugar;fmt_lugar;muni;codmun;causa_orig;causa;muerte;observa;lesion;cuerpo;estado
812;4395 - 1998-2010;Caretta caretta;Tortuga Boba;02/07/2004;02/07/2004;2004;Julio;Verano;Radazul;NA;468;Radazul;Centro Comercial Radazul;Rosario, El;38032;Indeterminado;Indeterminado;No;Con algunos percebes en parte trasera del caparazón, se hunde y come.;NA;Caparazón;NA
850;1616 - 1998-2010;Caretta caretta;Tortuga Boba;23/09/2000;23/09/2000;2000;Septiembre;Otoño;Amarilla Golf, Puerto Nuevo;NA;20;Amarilla Golf, Puerto Nuevo;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;Si;Recogida muerta.;NA;NA;Muerta
852;1587 - 1998-2010;Caretta caretta;Tortuga Boba;12/09/2000;12/09/2000;2000;Septiembre;Otoño;Puerto Deportivo Los Gigantes;NA;448;Puerto Deportivo Los Gigantes;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Santiago del Teide;38040;Indeterminado;Indeterminado;No;Peso: 1,400 Kgr.;NA;NA;NA
853;1586 - 1998-2010;Caretta caretta;Tortuga Boba;12/09/2000;12/09/2000;2000;Septiembre;Otoño;Puerto Deportivo de Los Gigantes;NA;446;Puerto Deportivo De Los Gigantes;Los Gigantes;Santiago del Teide;38040;Indeterminado;Indeterminado;No;Peso: 12 Kgr.;NA;NA;NA
856;1447 - 1998-2010;Caretta caretta;Tortuga Boba;21/07/2000;21/07/2000;2000;Julio;Verano;Playa Peña María, El Médano;NA;371;Playa Peña Maria, El Medano;El Médano, Granadilla de Abona, Santa Cruz de Tenerife, Islas Canarias;Granadilla de Abona;38017;Indeterminado;Indeterminado;No;Pequeño golpe superficial en la cabeza. Un poco delgada. Peso aproximado 7 kgrs. Infección Pulmonar. No come. Se remite al CRFS de Tafira en Gran Canaria el 25/08/00.Regresa a Tenerife el 3 de Octubre de 2000;NA;Cabeza;Infección
857;1388 - 1998-2010;Caretta caretta;Tortuga Boba;03/07/2000;03/07/2000;2000;Julio;Verano;Santa Cruz;NA;481;Santa Cruz;Santa Cruz, Santa Cruz de Tenerife, Islas Canarias;Santa Cruz de Tenerife;38038;Indeterminado;Indeterminado;Si;Muy delgada y débil.;NA;NA;Débil
858;1320 - 1998-2010;Caretta caretta;Tortuga Boba;09/06/2000;09/06/2000;2000;Junio;Verano;Playa de San Juan;NA;326;Playa De San Juan;Playa de San Juan, Guía de Isora, Santa Cruz de Tenerife, Islas Canarias;Guía de Isora;38019;Indeterminado;Indeterminado;Si;Recogida descompuesta y sin aletas;NA;Aleta;NA
864;811 - 1998-2010;Caretta caretta;Tortuga Boba;10/07/1999;10/07/1999;1999;Julio;Verano;Puerto Colón,, Las Américas;NA;433;Puerto Colon,, Las Americas;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;Le falta la aleta delantera dcha. Se remite al CRFS de Tafira, Gran Canaria, el día 12/07/99.;NA;Aleta;NA
865;756 - 1998-2010;Caretta caretta;Tortuga Boba;24/06/1999;24/06/1999;1999;Junio;Verano;Puertito de Guimar;NA;414;Puertito De Guimar;Puertito de Güímar, Güímar, Santa Cruz de Tenerife, Islas Canarias;Güímar;38020;Indeterminado;Indeterminado;No;Se remite a Tafira, Gran Canaria, el día 25/06/99.   Peso:10'800 kgr.;NA;NA;NA
871;8056 - 1998-2010;Caretta caretta;Tortuga Boba;21/03/2009;21/03/2009;2009;Marzo;Primavera;Santa Lucía;NA;483;Santa Lucia;Santa Lucía, Puntallana, Santa Cruz de Tenerife, Islas Canarias;Santa Cruz de Tenerife;38038;Indeterminado;Indeterminado;No;NA;NA;NA;NA
873;7947 - 1998-2010;Caretta caretta;Tortuga Boba;26/12/2008;26/12/2008;2008;Diciembre;Invierno;El Tablado;NA;123;El Tablado;El Tablado, Garafía, Santa Cruz de Tenerife, Islas Canarias;Santa Cruz de Tenerife;38038;Indeterminado;Indeterminado;No;Golpe en el ojo derecho. AQUÍ;NA;Ojos;NA
891;6013 - 1998-2010;Caretta caretta;Tortuga Boba;05/07/2006;05/07/2006;2006;Julio;Verano;Las Américas;NA;193;Las Americas;Urbanización Las Américas, 38650, Arona, Santa Cruz de Tenerife, Islas Canarias;Arona;38006;Indeterminado;Indeterminado;No;Recogida en Puerto Colón sin datos del recolector.                                                    APN.;NA;NA;NA
899;4324 - 1998-2010;Caretta caretta;Tortuga Boba;12/06/2004;12/06/2004;2004;Junio;Verano;Club nautico;NA;66;Club Nautico;Club Naútico;NA;NA;Indeterminado;Indeterminado;No;APN;NA;NA;NA
900;3545 - 1998-2010;Caretta caretta;Tortuga Boba;25/06/2003;25/06/2003;2003;Junio;Verano;Las Eras;NA;198;Las Eras;Las Eras, Fasnia, Santa Cruz de Tenerife, Islas Canarias;Fasnia;38012;Indeterminado;Indeterminado;No;Podrida;NA;NA;Putrefacta
915;1520 - 1998-2010;Caretta caretta;Tortuga Boba;17/08/2000;17/08/2000;2000;Agosto;Verano;Muelle de Los Cristianos;NA;268;Muelle De Los Cristianos;Carretera a los Cristianos, 38627, Arona, Santa Cruz de Tenerife, Islas Canarias;Arona;38006;Indeterminado;Indeterminado;No;Le falta un trozo de caparazón en la parte posterior y tiene fracturada la aleta posterior. Se remite a Tafira, Gran Canaria, el día 29/08/00.Peso: 26,7 Kg L.R. 43,5    A.R. 48    L.C. 46   A.C. 58;Fracturas;Varias partes;NA
916;1400 - 1998-2010;Caretta caretta;Tortuga Boba;04/07/2000;04/07/2000;2000;Julio;Verano;Playa Grande, Punta de Abona;NA;345;Playa Grande, Punta De Abona;Playa Grande;Arico;38005;Indeterminado;Indeterminado;No;Le falta la aleta delantera iqda. Se remite al C.R.F.S. de Tafira Gran Canaria el 05/07/2000;NA;Aleta;NA
917;1087 - 1998-2010;Caretta caretta;Tortuga Boba;03/01/2000;03/01/2000;2000;Enero;Invierno;Alta mar, frente Puerto Colón,, Las Américas;NA;19;Alta Mar, Frente Puerto Colon,, Las Americas;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;Le falta la aleta delantera izda y la aleta trasera izda. Se remite a Tafira, Gran Canaria, el día 04/01/00.;NA;Aleta;NA
919;978 - 1998-2010;Caretta caretta;Tortuga Boba;28/09/1999;28/09/1999;1999;Septiembre;Otoño;Los Gigantes;NA;227;Los Gigantes;Los Gigantes;Santiago del Teide;38040;Indeterminado;Indeterminado;No;Se remite al CRFS de Tafira,, Gran Canaria, el día 29/09/99. La aleta delantera izquierda se le cayó durante el camino desde Los Gigantes hacia el CRFS de La Laguna, pero estaba ya muy destrozada. Peso: 5.900 kgr.;NA;Aleta;NA
924;839 - 1998-2010;Caretta caretta;Tortuga Boba;18/07/1999;18/07/1999;1999;Julio;Verano;Frente Pto. Colón;NA;143;Frente Pto. Colon;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;Aleta delantera izda. Necrosada. Se remite al CRFS de Tafira, Gran Canaria, el día 20/07/99.;NA;Aleta;Necrosada
947;5597 - actual;Caretta caretta;Tortuga Boba;09/07/2016;09/07/2016;2016;Julio;Verano;Callao Salvaje;ADEJE;51;Callao Salvaje;Urbanización Callao Salvaje a, 38678, Adeje, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;Descompuesta y sin cabeza. Sin microchips.;NA;Cabeza;NA
950;5454 - actual;Caretta caretta;Tortuga Boba;20/06/2016;20/06/2016;2016;Junio;Verano;Playa de Fañabé;ADEJE;308;Playa De Fañabe;Playa de Fañabé;Adeje;38001;Indeterminado;Indeterminado;No;Analitica Marta. se libera sin microchip;NA;NA;NA
951;5450 - actual;Caretta caretta;Tortuga Boba;20/06/2016;20/06/2016;2016;Junio;Verano;Los Cristianos;ARONA;220;Los Cristianos;Los Cristianos, Arona, Santa Cruz de Tenerife, Islas Canarias;Arona;38006;Indeterminado;Indeterminado;No;Muy decompuesta;NA;NA;NA
952;5413 - actual;Caretta caretta;Tortuga Boba;14/06/2016;14/06/2016;2016;Junio;Verano;Poris de abona;ARICO;389;Poris De Abona;Poris de Abona, Arico, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Indeterminado;Indeterminado;No;en avanzado estado de descomposición;NA;NA;NA
970;5295 - actual;Caretta caretta;Tortuga Boba;24/05/2016;24/05/2016;2016;Mayo;Primavera;Puerto Colón;ADEJE;428;Puerto Colon;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;Muy activa. Liberada en las teresitas.;NA;NA;NA
974;5226 - actual;Caretta caretta;Tortuga Boba;12/05/2016;12/05/2016;2016;Mayo;Primavera;Bajamar;LA LAGUNA;33;Bajamar;Bajamar, San Cristóbal de La Laguna, Santa Cruz de Tenerife, Islas Canarias;San Cristóbal de La Laguna;38023;Indeterminado;Indeterminado;No;Encontrada muerta en la playa y se procedió a enterrarla en el lugar debido a su avanzado estado de descomposición. Necropsia: no se observa nada por el alto grado de descomposición (gusanos y larvas). Peso total: 3476 gr. Peso plastrón+caparazón: 920 gr;Parásitos;Caparazón;NA
983;4894 - actual;Caretta caretta;Tortuga Boba;24/12/2015;24/12/2015;2015;Diciembre;Invierno;Playa de las Américas;ARONA;317;Playa De Las Americas;Playa de las Américas, Arona, Santa Cruz de Tenerife, Islas Canarias;Arona;38006;Indeterminado;Indeterminado;No;50 cm. aproximadamente. Llevada al PIRS por el servicio de limpieza del ayuntamiento.;NA;NA;NA
992;4623 - actual;Caretta caretta;Tortuga Boba;24/08/2015;24/08/2015;2015;Agosto;Verano;Costa de Fañabé;ADEJE;77;Costa De Fañabe;Plaza Fañabé, 38660, Adeje, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;Sin microchip y en avanzada descomposición.;NA;NA;NA
999;4507 - actual;Caretta caretta;Tortuga Boba;25/07/2015;25/07/2015;2015;Julio;Verano;Benijo;SANTA CRUZ DE TENERIFE;38;Benijo;Benijo, Santa Cruz de Tenerife, Islas Canarias;Santa Cruz de Tenerife;38038;Indeterminado;Indeterminado;No;Gran estado de descomposición, la recoge el servicio de limpieza;NA;NA;NA
1003;4480 - actual;Caretta caretta;Tortuga Boba;20/07/2015;20/07/2015;2015;Julio;Verano;Sibora;LOS SILOS;485;Sibora;Sibora, Los Silos, Santa Cruz de Tenerife, Islas Canarias;Silos, Los;38042;Indeterminado;Indeterminado;No;Avanzado estado de descomposición. Retirada por los servicios de limpieza;NA;NA;NA
1009;4328 - actual;Caretta caretta;Tortuga Boba;01/07/2015;01/07/2015;2015;Julio;Verano;Los Gigantes;SANTIAGO DEL TEIDE;227;Los Gigantes;Los Gigantes;Santiago del Teide;38040;Indeterminado;Indeterminado;No;Muy descompuesta;NA;NA;NA
1024;3875 - actual;Caretta caretta;Tortuga Boba;08/05/2015;08/05/2015;2015;Mayo;Primavera;Club Naútico;SANTA CRUZ DE TENERIFE;68;Club Nautico;Club Naútico;Santa Cruz de Tenerife;NA;Indeterminado;Indeterminado;No;muy flaca, sin microchip.;NA;NA;Flaca
1031;3721 - actual;Caretta caretta;Tortuga Boba;03/02/2015;03/02/2015;2015;Febrero;Invierno;El Poris;ARICO;107;El Poris;El Poris, Villa de Mazo, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Indeterminado;Indeterminado;No;Varada en la playa de la Punta, la GC la lleva al PIRS;NA;NA;NA
1057;2856 - actual;Caretta caretta;Tortuga Boba;10/04/2014;10/04/2014;2014;Abril;Primavera;Puertito;GÜÍMAR;409;Puertito;El Puertito, 38479, Los Silos, Santa Cruz de Tenerife, Islas Canarias;Güímar;38020;Indeterminado;Indeterminado;No;Herida por enmallamiento en cuello, formación caseosa en los ojos. Sin microchip, se le sacaron fotos de la cara.;Varias lesiones;Varias partes;NA
1060;2790 - actual;Caretta caretta;Tortuga Boba;19/02/2014;19/02/2014;2014;Febrero;Invierno;Playa de las Gaviotas;SANTA CRUZ DE TENERIFE;318;Playa De Las Gaviotas;Playa de las Gaviotas;Santa Cruz de Tenerife;NA;Indeterminado;Indeterminado;No;Avanzado estado de descomposición, peso: 15 kg, longitud: 4o cm.;NA;NA;NA
1065;2655 - actual;Caretta caretta;Tortuga Boba;27/10/2013;27/10/2013;2013;Octubre;Otoño;El Médano;GRANADILLA DE ABONA;100;El Medano;El Médano, Granadilla de Abona, Santa Cruz de Tenerife, Islas Canarias;Granadilla de Abona;38017;Indeterminado;Indeterminado;No;Descompuesta, sin microchip.;NA;NA;NA
1098;2134 - actual;Caretta caretta;Tortuga Boba;14/06/2013;14/06/2013;2013;Junio;Verano;Playa Grande;ARICO;344;Playa Grande;Playa Grande;Arico;38005;Indeterminado;Indeterminado;No;Descompuesta,;NA;NA;NA
1114;5939 - actual;Caretta caretta;Tortuga Boba;08/09/2016;08/09/2016;2016;Septiembre;Otoño;Puerto Colón;ADEJE;428;Puerto Colon;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;NA;NA;NA;NA
1122;4509 - actual;Caretta caretta;Tortuga Boba;25/07/2015;25/07/2015;2015;Julio;Verano;Benijo;SANTA CRUZ DE TENERIFE;38;Benijo;Benijo, Santa Cruz de Tenerife, Islas Canarias;Santa Cruz de Tenerife;38038;Indeterminado;Indeterminado;No;Gran estado de descomposición, la recoge el servicio de limpieza, junto a la 4507;NA;NA;NA
1132;3399 - actual;Caretta caretta;Tortuga Boba;05/08/2014;05/08/2014;2014;Agosto;Verano;Playa de los Cristianos;ARONA;324;Playa De Los Cristianos;Playa de los Cristianos;Arona;38006;Indeterminado;Indeterminado;No;NA;NA;NA;NA
1147;5453 - actual;Caretta caretta;Tortuga Boba;20/06/2016;20/06/2016;2016;Junio;Verano;Playa de Fañabé;ADEJE;308;Playa De Fañabe;Playa de Fañabé;Adeje;38001;Indeterminado;Indeterminado;No;NA;NA;NA;NA
1167;4822 - actual;Caretta caretta;Tortuga Boba;02/11/2015;02/11/2015;2015;Noviembre;Otoño;Puerto Colón;ADEJE;428;Puerto Colon;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;el 112 llamó a Jaime y se fue a las 9 de la noche a buscarla, llevaba muerta varios días, podrida y con un agujero en la parte posterior del caparazón;NA;Caparazón;NA
1174;3848 - actual;Caretta caretta;Tortuga Boba;27/04/2015;27/04/2015;2015;Abril;Primavera;El Porís de Abona;ARICO;112;El Poris De Abona;Poris de Abona, Arico, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Indeterminado;Indeterminado;No;sin microchip.;NA;NA;NA
1193;5698 - actual;Caretta caretta;Tortuga Boba;20/07/2016;20/07/2016;2016;Julio;Verano;El poris;ARICO;106;El Poris;El Poris, Villa de Mazo, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Indeterminado;Indeterminado;No;Muy descompuesta;NA;NA;NA
1194;5660 - actual;Caretta caretta;Tortuga Boba;16/07/2016;16/07/2016;2016;Julio;Verano;Playa de la Runba;ARICO;316;Playa De La Runba;Calle Playa, 38840, Vallehermoso, Santa Cruz de Tenerife, Islas Canarias;Santa Cruz de Tenerife;38038;Indeterminado;Indeterminado;No;Avanzada descomposicón.;NA;NA;NA
1201;4638 - actual;Caretta caretta;Tortuga Boba;28/08/2015;28/08/2015;2015;Agosto;Verano;Bajamar;LA LAGUNA;33;Bajamar;Bajamar, San Cristóbal de La Laguna, Santa Cruz de Tenerife, Islas Canarias;San Cristóbal de La Laguna;38023;Indeterminado;Indeterminado;No;Recogido por Urbaser en Playa de Bajamar y traslado al PIRS.;NA;NA;NA
1222;3500 - 1998-2010;Caretta caretta;Tortuga Boba;15/06/2003;15/06/2003;2003;Junio;Verano;Puerto Colón;NA;428;Puerto Colon;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;APN;NA;NA;NA
1246;8944 - 1998-2010;Caretta caretta;Tortuga Boba;16/05/2010;16/05/2010;2010;Mayo;Primavera;Fañabé;NA;133;Fañabe;Fañabé, Adeje, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;Varada muerta y decompuesta, Muy Descompuesta;NA;NA;Muerta
1257;5978 - 1998-2010;Caretta caretta;Tortuga Boba;01/07/2006;01/07/2006;2006;Julio;Verano;Caletillas;NA;48;Caletillas;Las Caletillas, Candelaria, Santa Cruz de Tenerife, Islas Canarias;Candelaria;38011;Indeterminado;Indeterminado;No;Muy descompuesta;NA;NA;NA
1263;3112 - 1998-2010;Caretta caretta;Tortuga Boba;31/10/2002;31/10/2002;2002;Octubre;Otoño;Los Abrigos;NA;215;Los Abrigos;Los Abrigos, Granadilla de Abona, Santa Cruz de Tenerife, Islas Canarias;Granadilla de Abona;38017;Indeterminado;Indeterminado;No;NA;NA;NA;NA
1273;2167 - 1998-2010;Caretta caretta;Tortuga Boba;06/07/2001;06/07/2001;2001;Julio;Verano;Puerto Colón;NA;428;Puerto Colon;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;NA;NA;NA;NA
1282;1530 - actual;Caretta caretta;Tortuga Boba;20/08/2012;20/08/2012;2012;Agosto;Verano;Los Gigantes;SANTIAGO DEL TEIDE;227;Los Gigantes;Los Gigantes;Santiago del Teide;38040;Indeterminado;Indeterminado;No;NA;NA;NA;NA
1285;1513 - actual;Caretta caretta;Tortuga Boba;15/08/2012;15/08/2012;2012;Agosto;Verano;Playa del Varadero;EL ROSARIO;336;Playa Del Varadero;Playa El Varadero;Rosario, El;38032;Indeterminado;Indeterminado;No;descomposición moderada, cabeza seccionada (posible hélice de embarcación).;NA;Cabeza;NA
1298;1527 - actual;Caretta caretta;Tortuga Boba;19/08/2012;19/08/2012;2012;Agosto;Verano;Chimiche;GRANADILLA DE ABONA;61;Chimiche;Chimiche, Granadilla de Abona, Santa Cruz de Tenerife, Islas Canarias;Granadilla de Abona;38017;Indeterminado;Indeterminado;No;descompuesta.;NA;NA;NA
1303;1440 - actual;Caretta caretta;Tortuga Boba;30/07/2012;30/07/2012;2012;Julio;Verano;Playa San Juan;GUÍA DE ISORA;374;Playa San Juan;Playa de San Juan, Guía de Isora, Santa Cruz de Tenerife, Islas Canarias;Guía de Isora;38019;Indeterminado;Indeterminado;No;Descompuesta;NA;NA;NA
1306;1361 - actual;Caretta caretta;Tortuga Boba;09/07/2012;09/07/2012;2012;Julio;Verano;El socorro;GÜÍMAR;118;El Socorro;El Socorro, Güímar, Santa Cruz de Tenerife, Islas Canarias;Güímar;38020;Indeterminado;Indeterminado;No;Se la lleva el servicio de limpieza;NA;NA;NA
1312;1005 - actual;Caretta caretta;Tortuga Boba;25/03/2012;25/03/2012;2012;Marzo;Primavera;Puertito de Güimar;GÜÍMAR;415;Puertito De Guimar;Puertito de Güímar, Güímar, Santa Cruz de Tenerife, Islas Canarias;Güímar;38020;Indeterminado;Indeterminado;No;avanzado estado de descomposición.;NA;NA;NA
1313;2249 - actual;Caretta caretta;Tortuga Boba;07/07/2013;07/07/2013;2013;Julio;Verano;callao Salvaje;ADEJE;50;Callao Salvaje;Urbanización Callao Salvaje a, 38678, Adeje, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;descompuesta peso aprox 12 kg;NA;NA;NA
1317;1208 - actual;Caretta caretta;Tortuga Boba;06/06/2012;06/06/2012;2012;Junio;Verano;Los Gigantes;SANTIAGO DEL TEIDE;227;Los Gigantes;Los Gigantes;Santiago del Teide;38040;Indeterminado;Indeterminado;No;??;NA;NA;NA
1319;1202 - actual;Caretta caretta;Tortuga Boba;03/06/2012;03/06/2012;2012;Junio;Verano;CIDEMAT (Valleseco);SANTA CRUZ DE TENERIFE;63;Cidemat (valleseco);Cidemat;Santa Cruz de Tenerife;NA;Indeterminado;Indeterminado;No;microchip: 982000148389967;NA;NA;NA
1328;1184 - actual;Caretta caretta;Tortuga Boba;29/05/2012;29/05/2012;2012;Mayo;Primavera;Playa de Benijos;SANTA CRUZ DE TENERIFE;306;Playa De Benijos;Playa de Benijo;Santa Cruz de Tenerife;NA;Indeterminado;Indeterminado;No;Retirada por los servicios de limpieza;NA;NA;NA
1335;1147 - actual;Caretta caretta;Tortuga Boba;21/05/2012;21/05/2012;2012;Mayo;Primavera;Puerto Colón;ADEJE;428;Puerto Colon;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;Sin heridas;Herida;NA;NA
1338;832 - actual;Caretta caretta;Tortuga Boba;29/12/2011;29/12/2011;2011;Diciembre;Invierno;El Médano;GRANADILLA DE ABONA;100;El Medano;El Médano, Granadilla de Abona, Santa Cruz de Tenerife, Islas Canarias;Granadilla de Abona;38017;Indeterminado;Indeterminado;No;Descompuesta;NA;NA;NA
1339;824 - actual;Caretta caretta;Tortuga Boba;22/12/2011;22/12/2011;2011;Diciembre;Invierno;El Médano;GRANADILLA DE ABONA;100;El Medano;El Médano, Granadilla de Abona, Santa Cruz de Tenerife, Islas Canarias;Granadilla de Abona;38017;Indeterminado;Indeterminado;No;Descompuesta, lo recoge el servicio de limoieza;NA;NA;NA
1359;1869 - actual;Caretta caretta;Tortuga Boba;22/03/2013;22/03/2013;2013;Marzo;Primavera;Palmar;ARONA;290;Palmar;El Palmar, 38489, Buenavista del Norte, Santa Cruz de Tenerife, Islas Canarias;Arona;38006;Indeterminado;Indeterminado;No;Muy descompuesta;NA;NA;NA
1365;1026 - actual;Caretta caretta;Tortuga Boba;31/03/2012;31/03/2012;2012;Marzo;Primavera;Tajao;GRANADILLA DE ABONA;497;Tajao;Urbanización Tajao, 38588, Arico, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Indeterminado;Indeterminado;No;NA;NA;NA;NA
1367;735 - actual;Caretta caretta;Tortuga Boba;16/10/2011;16/10/2011;2011;Octubre;Otoño;Playa Punta Larga;CANDELARIA;372;Playa Punta Larga;Plaza La Punta, 38780, Tijarafe, Santa Cruz de Tenerife, Islas Canarias;Candelaria;38011;Indeterminado;Indeterminado;No;Descompuesta, golpe en la cabeza;NA;Cabeza;NA
1378;638 - actual;Caretta caretta;Tortuga Boba;13/09/2011;13/09/2011;2011;Septiembre;Otoño;Tabaibal del Porís;FASNIA;490;Tabaibal Del Poris;El Poris, Villa de Mazo, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Indeterminado;Indeterminado;No;seca y lleva muerta bastante tiempo.;NA;NA;Muerta
1384;587 - actual;Caretta caretta;Tortuga Boba;21/08/2011;21/08/2011;2011;Agosto;Verano;Fañabé a 2,5 millas;ADEJE;139;Fañabe A 2,5 Millas;Fañabé, Adeje, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;Flotando a la deriva, descompuesta;NA;NA;NA
1386;505 - actual;Caretta caretta;Tortuga Boba;25/07/2011;25/07/2011;2011;Julio;Verano;Playa Las vistas;ARONA;361;Playa Las Vistas;Playa de las Vistas;Arona;38006;Indeterminado;Indeterminado;No;Descompuesta;NA;NA;NA
1393;966 - actual;Caretta caretta;Tortuga Boba;04/03/2012;04/03/2012;2012;Marzo;Primavera;Puerto Colón;ADEJE;428;Puerto Colon;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;bien.entregada a la Fundación Neotrópico (Jaime Urioste) 07 Marzo 2012. Los Realejos;NA;NA;NA
1397;955 - actual;Caretta caretta;Tortuga Boba;25/02/2012;25/02/2012;2012;Febrero;Invierno;Puerto Colón;ADEJE;428;Puerto Colon;Puerto, Tazacorte, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;entregada a la Fundación Neotrópico (Jaime Urioste) 07 Marzo 2012.;NA;NA;NA
1403;452 - actual;Caretta caretta;Tortuga Boba;15/07/2011;15/07/2011;2011;Julio;Verano;Callao Salvaje;ADEJE;51;Callao Salvaje;Urbanización Callao Salvaje a, 38678, Adeje, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;Muy Descompuesta;NA;NA;NA
1404;453 - actual;Caretta caretta;Tortuga Boba;15/07/2011;15/07/2011;2011;Julio;Verano;Callao Salvaje;ADEJE;51;Callao Salvaje;Urbanización Callao Salvaje a, 38678, Adeje, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;Descompuesta;NA;NA;NA
1405;450 - actual;Caretta caretta;Tortuga Boba;14/07/2011;14/07/2011;2011;Julio;Verano;La Caleta;LOS SILOS;168;La Caleta;La Caleta, Adeje, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;NA;NA;NA;NA
1406;475 - actual;Caretta caretta;Tortuga Boba;20/07/2011;20/07/2011;2011;Julio;Verano;Playa La Punta;ARICO;353;Playa La Punta;Plaza La Punta, 38780, Tijarafe, Santa Cruz de Tenerife, Islas Canarias;Arico;38005;Indeterminado;Indeterminado;No;NA;NA;NA;NA
1416;8246 - actual;Caretta caretta;Tortuga Boba;20/01/2017;20/01/2017;2017;Enero;Invierno;EL FRAILE - ARONA;ARONA;96;El Fraile - Arona;El Fraile, Arona, Santa Cruz de Tenerife, Islas Canarias;Arona;38006;Indeterminado;Indeterminado;No;en avanzado estado de descomposición, se abandonan los restos en la playa por no permitir el acceso a vehículos de medio Ambiente;NA;NA;NA
1417;8247 - actual;Caretta caretta;Tortuga Boba;20/01/2017;20/01/2017;2017;Enero;Invierno;EL FRAILE - ARONA;ARONA;96;El Fraile - Arona;El Fraile, Arona, Santa Cruz de Tenerife, Islas Canarias;Arona;38006;Indeterminado;Indeterminado;No;en avanzado estado de descomposición, se abandonan los restos en la playa por no permitir el acceso a vehículos de medio Ambiente;NA;NA;NA
1429;8739 - actual;Caretta caretta;Tortuga Boba;11/06/2017;11/06/2017;2017;Junio;Verano;PLAYA FAÑABE - ADEJE;ADEJE;343;Playa Fañabe - Adeje;Playa Fañabé, Adeje, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;En descomposición a 3 millas de la costa avistada por el barco ROULETTE;NA;NA;NA
1451;9148 - actual;Caretta caretta;Tortuga Boba;18/08/2017;18/08/2017;2017;Agosto;Verano;EL BOLLULLO - La orotava;LA OROTAVA;90;El Bollullo - La Orotava;La Orotava, Santa Cruz de Tenerife, Islas Canarias;Orotava, La;38026;Indeterminado;Indeterminado;No;Encontrada muerta en gran estado de descomposición;NA;NA;Muerta
1452;9170 - actual;Caretta caretta;Tortuga Boba;25/08/2017;25/08/2017;2017;Agosto;Verano;MARTIANEZ - PUERTO DE LA CRUZ;PUERTO DE LA CRUZ;249;Martianez - Puerto De La Cruz;Puerto de la Cruz, Santa Cruz de Tenerife, Islas Canarias;Puerto de la Cruz;38028;Indeterminado;Indeterminado;No;Varada en la parte trasera del lago Martianez, Gran estado de descomposición;NA;NA;NA
1454;9218 - actual;Caretta caretta;Tortuga Boba;08/09/2017;08/09/2017;2017;Septiembre;Otoño;Puertito Armeñime - Adeje;ADEJE;411;Puertito Armeñime - Adeje;Armeñime, Adeje, Santa Cruz de Tenerife, Islas Canarias;Adeje;38001;Indeterminado;Indeterminado;No;Avanzado estado de descomposición. La recogen los servicios de limpieza;NA;NA;NA
