nombre;ficha;paraje;LRC;LCC;ARC;ACC;Peso;fecha_ok
Tortuga Boba;5357 - actual;Puerto Colón;15,5;17;14,2;16;0,735;a
Tortuga Boba;5356 - actual;Puerto Colón;16,8;18;15;18;0,812;a
Tortuga Boba;5352 - actual;puerto c;42;46;35;45;13,4;a
Tortuga Boba;5340 - actual;Playas de Fañabé;23;25;20;23;1,7;a
Tortuga Boba;5332 - actual;PLAYA FAÑABE - ADEJE;42;45;38;44,5;10,7;a
Tortuga Boba;5326 - actual;Los Gigantes;16;18;14;17;0,66;a
Tortuga Boba;5306 - actual;Punta Prieta;39;43;35,1;41;11,8;a
Tortuga Boba;5296 - actual;Puerto Colón;57,6;51;41,2;51;17,3;a
Tortuga Boba;5295 - actual;Puerto Colón;40,5;44;33,9;43;8;a
Tortuga Boba;5290 - actual;Puerto Colón;22;24;19;23;1,677;a
Tortuga Boba;5285 - actual;Los Cristianos;22;24;14;22;1,695;a
Tortuga Boba;5253 - actual;Puerto Colón;18,5;20;16,5;19;252;s
Tortuga Boba;5252 - actual;Puerto Colón;33,5;36;29,7;33;6,3;s
Tortuga Boba;5226 - actual;Bajamar;30;0;0;0;0;s
Tortuga Boba;5247 - actual;Puerto Colón;18,8;20;17;20;1,1;s
Tortuga Boba;5171 - actual;Playas de Fañabé;37;41;32;39;7,9;s
Tortuga Boba;5158 - actual;Puerto de Los Gigantes;32;34;28;33;5,6;s
Tortuga Boba;5095 - actual;Puerto Deportivo Las Galletas;38,8;42;35;41;9,5;s
Tortuga Boba;2449 - 1998-2010;Playa de los Balos;25;28,5;21;27,5;0;s
Tortuga Boba;2465 - 1998-2010;Dársena Pesquera;55;59;46;58;0;s
Tortuga Boba;2468 - 1998-2010;Guímar;33;36;29;35,5;0;s
Tortuga Boba;2542 - 1998-2010;La Barranquera. Tejina;35;38;29;35;0;s
Tortuga Boba;2636 - 1998-2010;Muelle;48;55;43,5;53,5;20;s
Tortuga Boba;2641 - 1998-2010;Punta de Abona;47;52,5;41,5;48,5;0;s
Tortuga Boba;2712 - 1998-2010;Las Maretas;50;0;40;0;0;s
Tortuga Boba;2959 - 1998-2010;Pto. Colón;0;63;0;65;22;s
Tortuga Boba;3232 - 1998-2010;Los Cristianos;33;35,5;28;34;0;s
Tortuga Boba;3260 - 1998-2010;San Andrés;49,5;54;44;52;0;s
Tortuga Boba;3588 - 1998-2010;Pelada;37;34,5;0;0;0;s
Tortuga Boba;4102 - 1998-2010;Pto. Colón;46;50;40;49;14,2;s
Tortuga Boba;4126 - 1998-2010;Los Cristianos;51;56;45;56;21,7;s
Tortuga Boba;4154 - 1998-2010;Pto. Colón;55;61;49,3;58;25,15;s
Tortuga Boba;4155 - 1998-2010;Pelada;38;42;33,5;40;8,7;s
Tortuga Boba;4157 - 1998-2010;Muelle;52;57;45;56;22,25;s
Tortuga Boba;4162 - 1998-2010;Piedra la Sal;17,2;19,5;15,5;18,8;0,92;s
Tortuga Boba;4186 - 1998-2010;Los Gigantes;38;44;35;42;9,5;s
Tortuga Boba;4204 - 1998-2010;Poligono Industrial;39;43;35;42;8;s
Tortuga Boba;4221 - 1998-2010;Puerto Colón;29,8;33;25,8;31,5;4;s
Tortuga Boba;4239 - 1998-2010;Puerto Colón;18;20,5;16;19,5;0,937;s
Tortuga Boba;4275 - 1998-2010;Tabaiba;37;42;34,5;43;8;s
Tortuga Boba;4285 - 1998-2010;Valle Seco;45;50;41,2;49,5;14,6;s
Tortuga Boba;4311 - 1998-2010;Puerto Colón;21,3;24;19;23;1,48;o
Tortuga Boba;4370 - 1998-2010;El Socorro;20;23;18;21;1,35;o
Tortuga Boba;4374 - 1998-2010;Club Nautico;36;40;32;38;8;o
Tortuga Boba;2122 - 1998-2010;Puerto Colón;41,5;44,5;35,5;45;0;o
Tortuga Boba;2066 - 1998-2010;Pto. Colón;0;0;0;0;0;o
Tortuga Boba;2060 - 1998-2010;Pto. Colón;18;20;16;19,2;1;o
Tortuga Boba;2059 - 1998-2010;Pto. Colón;15,5;17;14;17,5;0,528;o
Tortuga Boba;2058 - 1998-2010;Pto. Colón;24,5;27,5;21;24;2,2;o
Tortuga Boba;1958 - 1998-2010;Radazul;16,5;18;14;17;0,65;o
Tortuga Boba;1957 - 1998-2010;Radazul;16,2;17,5;14;17;0,655;o
Tortuga Boba;1943 - 1998-2010;Parque Marítimo;35;38;31;36;0;o
Tortuga Boba;1920 - 1998-2010;Playa del Beril;0;62;0;58;0;o
Tortuga Boba;2131 - 1998-2010;Puerto Colón;19;21,5;16;20;1,001;o
Tortuga Boba;2132 - 1998-2010;Puerto Colón;39;44;33;41;0;o
Tortuga Boba;2197 - 1998-2010;Puerto Colón;52,5;49;48;40;0;o
Tortuga Boba;2198 - 1998-2010;Pto Colón;47;50;42;51;0;o
Tortuga Boba;2221 - 1998-2010;Los Gigantes;48;54;41;50,5;18,6;o
Tortuga Boba;2222 - 1998-2010;Puerto Colón;46;50,5;42;51;19,6;o
Tortuga Boba;2289 - 1998-2010;Pto. Colón;19;21,5;16;20;1,22;o
Tortuga Boba;2312 - 1998-2010;Puerto Colón;38;42,5;35;42;0;o
Tortuga Boba;2332 - 1998-2010;Puerto Colon;0;0;0;0;7,7;o
Tortuga Boba;2333 - 1998-2010;Puerto Colón;45;51;40;47,5;13;o
Tortuga Boba;2382 - 1998-2010;Pto. Colón;0;0;0;0;11;o
Tortuga Boba;2402 - 1998-2010;Muelle;40;43;34;41;0;o
Tortuga Boba;2425 - 1998-2010;Playa San Juan;43,5;50;39;48,5;0;o
Tortuga Boba;8214 - actual;Muelle El Pozo  - CANDELARIA;59;60;52;58;39;o
Tortuga Boba;6232 - actual;Puerto Colón;0;0;0;0;0;o
Tortuga Boba;8246 - actual;EL FRAILE - ARONA;0;0;0;0;0;o
Tortuga Boba;8247 - actual;EL FRAILE - ARONA;0;0;0;0;0;o
Tortuga Boba;2251 - actual;Radazul (7 millas);31;34;28;34;6,4;o
Tortuga Boba;2035 - actual;El Poris;31;34;28;34;6,4;o
Tortuga Boba;1567 - actual;club Nautico;31;34;28;34;6,4;n
Tortuga Boba;3729 - 1998-2010;Poris de Abona;31;34;28;34;6,4;n
Tortuga Boba;2863 - 1998-2010;Muelle Rivera;31;34;28;34;6,4;n
Tortuga Boba;1163 - 1998-2010;Muelle de Los Gigantes;31;34;28;34;6,4;n
Tortuga Boba;8443 - actual;PUERTO COLÓN - ADEJE;26,3;28;23;27;3;n
Tortuga Boba;8454 - actual;PUERTO COLÓN - ADEJE;34,6;38;32;38;6;n
Tortuga Boba;8496 - actual;PALM-MAR - ARONA;35;35;28;32;6;n
Tortuga Boba;8521 - actual;EL SOCORRO - GÜIMAR;0;0;0;0;0;n
Tortuga Boba;8595 - actual;PUERTO COLÓN - ADEJE;29,5;32;25;30;4,032;n
Tortuga Boba;8620 - actual;PUERTO COLÓN - ADEJE;47;49;42;47;17;n
Tortuga Boba;8650 - actual;PLAYA FAÑABE - ADEJE;51;57;42,5;52;22;n
Tortuga Boba;8690 - actual;PLAYA FAÑABE - ADEJE;44;48;38,5;46;25;n
Tortuga Boba;8692 - actual;LA PUNTA DEL HIDALGO - LA LAGUNA;25;27;21;24;1,99;n
Tortuga Boba;8695 - actual;PLAYA FAÑABE - ADEJE;43,5;45;44;51;18,75;n
Tortuga Boba;8696 - actual;PLAYA SAN JUAN - GUÍA DE ISORA;29;32;26;31;3,4;n
Tortuga Boba;8739 - actual;PLAYA FAÑABE - ADEJE;0;0;0;0;0;n
Tortuga Boba;8763 - actual;PUERTO COLÓN - ADEJE;41;45;35,5;42;10,15;n
Tortuga Boba;8776 - actual;PUERTO DE LAS GALLETAS - ARONA;38;42;35;42;8,7;n
Tortuga Boba;8787 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;44;43;35;40;9;n
Tortuga Boba;8801 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;29;30;26;29;3;n
Tortuga Boba;8840 - actual;LOS CRISTIANOS - ARONA;33,2;37;29,5;37;5,7;n
Tortuga Boba;8862 - actual;PUERTO COLÓN - ADEJE;30;23;27;32;5,25;n
Tortuga Boba;8863 - actual;PUERTO COLÓN - ADEJE;27,8;31;25;31;3,6;n
Tortuga Boba;8884 - actual;PUERTO COLÓN - ADEJE;37,5;41;33;39;8,5;n
Tortuga Boba;8911 - actual;PUERTO DE LAS GALLETAS - ARONA;36;40;31,2;38;7,85;n
Tortuga Boba;8957 - actual;PUERTO DE LAS GALLETAS - ARONA;38;42;38;40;9,1;n
Tortuga Boba;9007 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;40,5;46;37,5;46;11,4;n
Tortuga Boba;9058 - actual;PUERTO COLÓN - ADEJE;38,5;42;33,5;41;9;n
Tortuga Boba;9085 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;30;33;26;31;3,85;n
Tortuga Boba;9092 - actual;La Caleta  - Adeje;19;18;16,5;18;1,15;n
Tortuga Boba;9114 - actual;MUELLE - SANTA CRUZ DE TENERIFE;29,5;31;26,5;30;4,35;d
Tortuga Boba;9117 - actual;PUERTO COLÓN - ADEJE;52;55;36;41;11;d
Tortuga Boba;9131 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;d
Tortuga Boba;9132 - actual;PUERTO COLÓN - ADEJE;54;59;47;54;0;d
Tortuga Boba;9136 - actual;PUERTO COLÓN - ADEJE;52;57;45,5;55;19,6;d
Tortuga Boba;9139 - actual;MESAS DEL MAR - TACORONTE;62;65;52;61;0;d
Tortuga Boba;9146 - actual;EL SOCORRO - GÜIMAR;38;39;33;37;7,65;d
Tortuga Boba;9148 - actual;EL BOLLULLO - La orotava;0;0;0;0;0;d
Tortuga Boba;9170 - actual;MARTIANEZ - PUERTO DE LA CRUZ;0;0;0;0;0;d
Tortuga Boba;9178 - actual;Muelle Amarilla Golf - San Miguel;0;0;0;0;0;d
Tortuga Boba;9218 - actual;Puertito Armeñime - Adeje;0;0;0;0;0;d
Tortuga Boba;9235 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;26;30;21;25;2,5;d
Tortuga Boba;9259 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;45;48;38;47;13,6;d
Tortuga Boba;9299 - actual;PUERTO COLÓN - ADEJE;44;46;40;45;14,9;d
Tortuga Boba;9360 - actual;LAS ERAS - FASNIA;41;44;35;43;10,15;d
Tortuga Boba;9366 - actual;LA NEA - EL ROSARIO;0;0;0;0;0;d
Tortuga Boba;9370 - actual;Valleseco - Santa Cruz;31;34;37;31;4,8;d
Tortuga Boba;9392 - actual;PLAYA SAN JUAN - GUÍA DE ISORA;70;71;59;70;60;d
Tortuga Boba;9430 - actual;PUERTO COLÓN - ADEJE;34;35;31;35;6,8;d
Tortuga Boba;9454 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;d
Tortuga Boba;9455 - actual;Playa La Viuda - Güímar;39;40;34;38;7,65;d
Tortuga Boba;9457 - actual;PLAYA DE LOS GUÍOS - ;63;65;60;64;50;d
Tortuga Boba;9464 - actual;PLAYA FAÑABE - ADEJE;51;53;43;51;20;d
Tortuga Boba;9491 - actual;PUERTO COLÓN - ADEJE;55;59;46;56;24;d
Tortuga Boba;9509 - actual;PUERTO COLÓN - ADEJE;53;57;42;51;22;d
Tortuga Boba;9511 - actual;PLAYA PARAISO - ADEJE;38;41;33;40;9;d
Tortuga Boba;9512 - actual;PUERTO DE LAS GALLETAS - ARONA;48;48;39;45;16;d
Tortuga Boba;9540 - actual;MAL PAIS - GÜIMAR;0;0;0;0;0;d
Tortuga Boba;9590 - actual;TABAIBA - EL ROSARIO;36;32;39;41;7;d
Tortuga Boba;9604 - actual;PUERTO COLÓN - ADEJE;46;50;40;48;0;d
Tortuga Boba;9611 - actual;ALCALÁ - GUÍA DE ISORA;40;0;0;0;0;d
Tortuga Boba;9625 - actual;TAGANANA - SANTA CRUZ DE TENERIFE;19;22;16;20;1;e
Tortuga Boba;9636 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;50;56;41;52;0;e
Tortuga Boba;9671 - actual;PUERTO COLÓN - ADEJE;29;32;24,5;30;4,6;e
Tortuga Boba;9681 - actual;PUERTO COLÓN - ADEJE;45;50;39;48;0;e
Tortuga Boba;9688 - actual;PUERTO COLÓN - ADEJE;29;32;26;31;4;e
Tortuga Boba;9693 - actual;MUELLE - SANTA CRUZ DE TENERIFE;54;57;47;57;0;e
Tortuga Boba;9714 - actual;BAJAMAR - LA LAGUNA;28;31;23;29;0;e
Tortuga Boba;9734 - actual;PUERTO COLÓN - ADEJE;34;37;29;35;7;e
Tortuga Boba;9746 - actual;PUERTO COLÓN - ADEJE;43;47;33,5;43,5;0;e
Tortuga Boba;9768 - actual;PLAYAS LAS VISTAS - ARONA;0;0;0;0;0;e
Tortuga Boba;9801 - actual;MESAS DEL MAR - TACORONTE;44;51;55;56;0;e
Tortuga Boba;9839 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;52;60;47;59;0;e
Tortuga Boba;9844 - actual;LOS CRISTIANOS - ARONA;0;0;0;0;0;e
Tortuga Boba;9854 - actual;LAS CALETILLAS - CANDELARIA;40,8;45;35;42;10,7;e
Tortuga Boba;9866 - actual;PLAYA FAÑABE - ADEJE;38;42;33;40;9,85;e
Tortuga Boba;9867 - actual;SAN ANDRES - SANTA CRUZ DE TENERIFE;25;27;21;25;2,45;e
Tortuga Boba;9877 - actual;PUERTO COLÓN - ADEJE;57;60;45;56;25,6;e
Tortuga Boba;9879 - actual;PUERTO COLÓN - ADEJE;42;45;29;37;18;e
Tortuga Boba;9899 - actual;EL MÉDANO - GRANADILLA;43,5;47;37;44,5;11,45;e
Tortuga Boba;9900 - actual;EL MÉDANO - GRANADILLA;0;0;0;0;0;e
Tortuga Boba;9915 - actual;PLAYA FAÑABE - ADEJE;20;23;18;22;1;e
Tortuga Boba;9923 - actual;PLAYA FAÑABE - ADEJE;16,2;20;15;17,5;0,903;e
Tortuga Boba;9934 - actual;PLAYA FAÑABE - ADEJE;30;35;26,5;33;4,8;e
Tortuga Boba;9937 - actual;La Caleta  - Adeje;36;41;32;38;7;e
Tortuga Boba;9938 - actual;LOS CRISTIANOS - ARONA;28;30;26;32;2;e
Tortuga Boba;8862 - 1998-2010;Pto de Güímar;0;0;0;0;0;e
Tortuga Boba;7770 - 1998-2010;Malpaís;0;0;0;0;0;e
Tortuga Boba;9971 - actual;PUERTO COLÓN - ADEJE;35;37;31;36;7;e
Tortuga Boba;9972 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;e
Tortuga Boba;10004 - actual;PUERTO COLÓN - ADEJE;45;50;38;46;15;e
Tortuga Boba;10007 - actual;EL PORIS - ARICO;37;42;33;40;8;e
Tortuga Boba;10047 - actual;JOVER - LA LAGUNA;40;47;33;45;0;f
Tortuga Boba;10065 - actual;PLAYAS LAS VISTAS - ARONA;0;0;0;0;3;f
Tortuga Boba;10075 - actual;PLAYA FAÑABE - ADEJE;17;19;15;18;990;f
Tortuga Boba;10105 - actual;PUERTO COLÓN - ADEJE;19;21;16;20;1;f
Tortuga Boba;10153 - actual;PUERTO COLÓN - ADEJE;46;51;41;48;16;f
Tortuga Boba;10161 - actual;PUERTO COLÓN - ADEJE;44;50;38;46;14;f
Tortuga Boba;10189 - actual;PUERTO COLÓN - ADEJE;52;59;45;56;23;f
Tortuga Boba;10204 - actual;PUERTO COLÓN - ADEJE;46;49;38;48;16;f
Tortuga Boba;10205 - actual;EL PORIS - ARICO;41;45;36;45;12;f
Tortuga Boba;10216 - actual;PUERTO COLÓN - ADEJE;44;50;37;46;13;f
Tortuga Boba;10253 - actual;EL PORIS - ARICO;42;48;40;46;12;f
Tortuga Boba;10259 - actual;PUERTO COLÓN - ADEJE;49;53;42;50;18;f
Tortuga Boba;10271 - actual;LAS ERAS - FASNIA;0;0;0;0;0;f
Tortuga Boba;10278 - actual;RADAZUL - EL ROSARIO;33;38;28;34;5;f
Tortuga Boba;10294 - actual;PUERTO COLÓN - ADEJE;29;33;26;32;0;f
Tortuga Boba;10295 - actual;PUERTO COLÓN - ADEJE;51;55;44;55;21;f
Tortuga Boba;10308 - actual;Puerto de Granadilla - Granadilla;35;37;28;34;0;f
Tortuga Boba;10309 - actual;EL PORIS - ARICO;32;35;26;31;0;f
Tortuga Boba;10312 - actual;PUERTO COLÓN - ADEJE;26;30;24;28;3;f
Tortuga Boba;10313 - actual;LAS CALETILLAS - CANDELARIA;71;75;62;68;0;f
Tortuga Boba;10331 - actual;PUERTO COLÓN - ADEJE;20;23;17;20;1;f
Tortuga Boba;10332 - actual;PUERTO COLÓN - ADEJE;19;22;16;20;1;f
Tortuga Boba;10342 - actual;PLAYA FAÑABE - ADEJE;27;30;22;28;3;f
Tortuga Boba;10345 - actual;PLAYA FAÑABE - ADEJE;26;31;24;30;3;f
Tortuga Boba;10353 - actual;EL PORIS - ARICO;24;27;22;26;2;f
Tortuga Boba;10358 - actual;EL PORIS - ARICO;32;35;28;34;5;f
Tortuga Boba;10363 - actual;PLAYA FAÑABE - ADEJE;0;0;0;0;0;f
Tortuga Boba;10368 - actual;LAS ERAS - FASNIA;0;0;0;0;0;f
Tortuga Boba;10369 - actual;LAS ERAS - FASNIA;0;0;0;0;0;m
Tortuga Boba;10370 - actual;EL PORIS - ARICO;0;0;0;0;0;m
Tortuga Boba;10375 - actual;CANDELARIA - CANDELARIA;49,9;48,2;39,5;41,1;14,35;m
Tortuga Boba;10378 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;30,6;35;26,8;32;4,6;m
Tortuga Boba;10380 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;m
Tortuga Boba;10385 - actual;PUERTO COLÓN - ADEJE;28;33;24;30;3;m
Tortuga Boba;10416 - actual;PUERTO COLÓN - ADEJE;31,8;33;27,2;32;4,9;m
Tortuga Boba;10424 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;m
Tortuga Boba;10446 - actual;PUERTO COLÓN - ADEJE;25;26;22;25;2;m
Tortuga Boba;10452 - actual;PLAYA FAÑABE - ADEJE;37,5;40;33;39;9,25;m
Tortuga Boba;10475 - actual;PLAYA SAN JUAN - GUÍA DE ISORA;60;67;54;64;0;m
Tortuga Boba;10477 - actual;PLAYA FAÑABE - ADEJE;41;45;35;43;10;m
Tortuga Boba;10487 - actual;;70;76;60;72;0;m
Tortuga Boba;10495 - actual;PUERTO COLÓN - ADEJE;41;47;38;47;11;m
Tortuga Boba;10506 - actual;Punta de Teno - Buenavista;23;26;20;25;2;m
Tortuga Boba;10519 - actual;PUERTO COLÓN - ADEJE;28;30;24,5;29;4,38;m
Tortuga Boba;10522 - actual;PLAYA FAÑABE - ADEJE;56;59;46,5;57;24,2;m
Tortuga Boba;10563 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;46;51;39;47;0;m
Tortuga Boba;10565 - actual;PUERTO COLÓN - ADEJE;36,1;41;33;41;8;m
Tortuga Boba;10572 - actual;EL PORIS - ARICO;35;39;31;36;6;m
Tortuga Boba;10578 - actual;PUERTO COLÓN - ADEJE;40;43;33;40;9;m
Tortuga Boba;10671 - actual;ARONA - ARONA;0;0;0;0;0;m
Tortuga Boba;10672 - actual;LAS GALLETAS - ARONA;0;0;0;0;0;m
Tortuga Boba;10678 - actual;PUERTO COLÓN - ADEJE;37;42;33;41;8;m
Tortuga Boba;10684 - actual;PUERTO COLÓN - ADEJE;44;49;37;46;12;m
Tortuga Boba;10691 - actual;MUELLE - SANTA CRUZ DE TENERIFE;38;42;34;40;0;m
Tortuga Boba;10700 - actual;PLAYA FAÑABE - ADEJE;54,5;59;45,5;54;23,4;m
Tortuga Boba;10717 - actual;PUERTO COLÓN - ADEJE;56,2;59;48,2;56;28,5;m
Tortuga Boba;10733 - actual;EL PORIS - ARICO;41,5;48;35;46;0;m
Tortuga Boba;481 - actual;Puerto Colón;0;0;0;0;0;m
Tortuga Boba;10773 - actual;Igueste de San Andrés (Barranco) - santa Cruz;42;48;38;46;0;m
Tortuga Boba;10813 - actual;PUERTO COLÓN - ADEJE;54;59;49;47;27,4;a
Tortuga Boba;10814 - actual;LOS CRISTIANOS - ARONA;45;50;40;49;13;a
Tortuga Boba;10824 - actual;PLAYA FAÑABE - ADEJE;36;40;31;36;7,45;a
Tortuga Boba;10830 - actual;EL MÉDANO - GRANADILLA;0;0;0;0;0;a
Tortuga Boba;10808 - actual;ARONA - ARONA;63,4;67,1;57,2;62;0;a
Tortuga Boba;10838 - actual;EL PORIS - ARICO;24,1;29;21,1;21;2,204;a
Tortuga Boba;10883 - actual;PUERTO COLÓN - ADEJE;29;31;25;30;3;a
Tortuga Boba;10884 - actual;EL MÉDANO - GRANADILLA;30;33;26;31;4;a
Tortuga Boba;10891 - actual;PUERTO COLÓN - ADEJE;19;22;16;20;1;a
Tortuga Boba;10904 - actual;PUERTO COLÓN - ADEJE;37;40;32;38;7;a
Tortuga Boba;10905 - actual;;39;44;34;43;10;a
Tortuga Boba;10915 - actual;EL PALMAR - BUENAVISTA DEL NORTE;36;43;34;41;9;a
Tortuga Boba;10917 - actual;MARTIANEZ - PUERTO DE LA CRUZ;32;35;26;33;2;a
Tortuga Boba;10938 - actual;PUERTO COLÓN - ADEJE;35;41;31;41;7,55;a
Tortuga Boba;10947 - actual;EL PORIS - ARICO;36;39;31;35;0;a
Tortuga Boba;10948 - actual;EL MÉDANO - GRANADILLA;27;31;24,4;28,5;3,3;a
Tortuga Boba;10956 - actual;MUELLE - SANTA CRUZ DE TENERIFE;40,8;47;37;45;11,9;a
Tortuga Boba;10970 - actual;EL SOCORRO - ARAFO;46;50;40;48;0;a
Tortuga Boba;10991 - actual;EL MÉDANO - GRANADILLA;0;0;0;0;0;a
Tortuga Boba;10999 - actual;PUERTO DE LAS GALLETAS - ARONA;0;0;0;0;0;a
Tortuga Boba;11000 - actual;PUERTO DE LAS GALLETAS - ARONA;0;0;0;0;0;a
Tortuga Boba;11001 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;a
Tortuga Boba;11002 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;a
Tortuga Boba;11003 - actual;EL PORIS - ARICO;33;37;30;36;5;a
Tortuga Boba;11004 - actual;PUERTO COLÓN - ADEJE;39;43;33;40;9;a
Tortuga Boba;11007 - actual;EL PORIS - ARICO;25;29;22;27;2;a
Tortuga Boba;11014 - actual;EL PORIS - ARICO;27;31;24,5;29;3,4;a
Tortuga Boba;11052 - actual;PALM-MAR - ARONA;42;42;41;43;0;a
Tortuga Boba;11053 - actual;PUERTO COLÓN - ADEJE;20,5;23;17,5;21;1,367;a
Tortuga Boba;11061 - actual;PLAYA SAN JUAN - GUÍA DE ISORA;31;34;25;32;5;a
Tortuga Boba;11065 - actual;EL PORIS - ARICO;34;38;30;36;5;m
Tortuga Boba;11066 - actual;;24;26;20;24;3;m
Tortuga Boba;11074 - actual;PUERTO COLÓN - ADEJE;19;21;16;20;0;m
Tortuga Boba;11140 - actual;ALCALÁ - GUÍA DE ISORA;23;26;19;24;3;m
Tortuga Boba;11145 - actual;PLAYA FAÑABE - ADEJE;26;30;23;26;3;m
Tortuga Boba;11155 - actual;Playa Sibora - LOS SILOS;23;27;19;23;2;m
Tortuga Boba;11156 - actual;PLAYA FAÑABE - ADEJE;23;26;20;24;2;m
Tortuga Boba;11196 - actual;PUERTO COLÓN - ADEJE;35,5;40;32;39;8,45;m
Tortuga Boba;11201 - actual;PUERTO COLÓN - ADEJE;17,5;19;14,5;17;0,966;m
Tortuga Boba;11202 - actual;PUERTO COLÓN - ADEJE;17,5;19;15;18;1,068;m
Tortuga Boba;11203 - actual;PUERTO COLÓN - ADEJE;39;43;34;39;9,6;m
Tortuga Boba;11207 - actual;PLAYA FAÑABE - ADEJE;28;30;24;29;3;m
Tortuga Boba;11221 - actual;LAS GALLETAS - ARONA;47;51,5;42;51,5;16,7;m
Tortuga Boba;11240 - actual;TEJINA - LA LAGUNA;53;58;44;56;0;m
Tortuga Boba;11241 - actual;EL PORIS - ARICO;0;0;0;0;0;m
Tortuga Boba;11252 - actual;PUERTO COLÓN - ADEJE;27;29;24;28,5;3,5;m
Tortuga Boba;11253 - actual;PUERTO COLÓN - ADEJE;19,5;22;16,5;21;1,3;m
Tortuga Boba;11254 - actual;PUERTO COLÓN - ADEJE;23;26;19,5;23;1,4;m
Tortuga Boba;11268 - actual;MUELLE - SANTA CRUZ DE TENERIFE;24;26;19;23;1,95;m
Tortuga Boba;11308 - actual;EL PORIS - ARICO;24;26;21,5;27;2;m
Tortuga Boba;11314 - actual;ARONA - ARONA;0;0;0;0;0;m
Tortuga Boba;11315 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;34;37;29;35;5,7;m
Tortuga Boba;11316 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;34,5;37;30,5;36;6;m
Tortuga Boba;11318 - actual;LAS GALLETAS - ARONA;28;30;25;30;3,7;m
Tortuga Boba;11323 - actual;CANDELARIA - CANDELARIA;0;0;0;0;0;m
Tortuga Boba;11337 - actual;EL PORIS - ARICO;19;22;16,5;19;0,982;m
Tortuga Boba;11338 - actual;EL PORIS - ARICO;21,5;23;18;21;1,47;m
Tortuga Boba;11347 - actual;EL PORIS - ARICO;0;0;0;0;0;m
Tortuga Boba;11350 - actual;SANTIAGO DEL TEIDE - SANTIAGO DEL TEIDE;20,5;23;17;21;1,6;m
Tortuga Boba;11351 - actual;PLAYA SAN JUAN - GUÍA DE ISORA;25;27,5;21;25,2;2,7;m
Tortuga Boba;11359 - actual;EL PORIS - ARICO;24,9;27;20,8;25;2,5;m
Tortuga Boba;11369 - actual;PUERTO COLÓN - ADEJE;23;25,5;18,3;23;1,75;j
Tortuga Boba;11370 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;21,2;23;18,2;22;1,587;j
Tortuga Boba;11406 - actual;SANTIAGO DEL TEIDE - SANTIAGO DEL TEIDE;44;49;38,8;47,5;10,5;j
Tortuga Boba;11407 - actual;PUERTO COLÓN - ADEJE;38,8;43;34,8;42,1;10,2;j
Tortuga Boba;11408 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;j
Tortuga Boba;11411 - actual;EL MÉDANO - GRANADILLA;0;0;0;0;0;j
Tortuga Boba;11415 - actual;PLAYA FAÑABE - ADEJE;22;23;19;20;1,48;j
Tortuga Boba;11430 - actual;PUERTO COLÓN - ADEJE;31;35;28;34;5;j
Tortuga Boba;11434 - actual;TAGANANA - SANTA CRUZ DE TENERIFE;0;0;0;0;0;j
Tortuga Boba;11457 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;j
Tortuga Boba;11458 - actual;PUERTO COLÓN - ADEJE;18;20;17;19;1;j
Tortuga Boba;11474 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;j
Tortuga Boba;11493 - actual;LOS CRISTIANOS - ARONA;22;24;19;23;1;j
Tortuga Boba;11494 - actual;PLAYA FAÑABE - ADEJE;23;26;19;25;2;j
Tortuga Boba;11501 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;0;0;0;0;0;j
Tortuga Boba;11506 - actual;PORIS DE ABONA - ARICO;0;0;0;0;0;j
Tortuga Boba;11508 - actual;LOS GIGANTES - SANTIAGO DEL TEIDE;0;0;0;0;0;j
Tortuga Boba;11509 - actual;;0;0;0;0;0;j
Tortuga Boba;11510 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;j
Tortuga Boba;11517 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;j
Tortuga Boba;11519 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;j
Tortuga Boba;11521 - actual;PUERTO COLÓN - ADEJE;0;0;0;0;0;j
