Fecha;Especie;Nombre vulgar;Nº Ficha;Paraje;Causa;Muerte;Mun. recogida;Observaciones;Causa2;id_addr;address2
20/05/2013;Caretta caretta;Tortuga Boba;2035 - actual;El Poris;Choques;No;ARICO;unos 30 cm, gran estado de descomposición;Choques;107;El Poris
18/05/2013;Caretta caretta;Tortuga Boba;2032 - actual;La Jaca;Enfermedad;Si;ARICO;muy débil, flota. 20,7 kg, Varada en la arena;Enfermedad;174;La Jaca
24/05/2013;Caretta caretta;Tortuga Boba;2058 - actual;Fañabé (2 millas);Artes de pesca;No;ADEJE;BIEN;Artes de pesca;135;Fañabe (2 Millas)
23/05/2013;Caretta caretta;Tortuga Boba;2050 - actual;Fañabé;Debilidad agotamiento;No;ADEJE;NA;Debilidad agotamiento;133;Fañabe
23/05/2013;Caretta caretta;Tortuga Boba;2051 - actual;fañabé;Artes de pesca;Si;ADEJE;Aleta derecha necrosada, se amputa el 27 de junio;Artes de pesca;132;Fañabe
22/08/2016;Caretta caretta;Tortuga Boba;5881 - actual;Puerto colón;Artes de pesca;No;ADEJE;Inflamación aleta delantera derecha, no se amputa;Artes de pesca;427;Puerto Colon
20/07/2016;Caretta caretta;Tortuga Boba;5698 - actual;El poris;Indeterminado;No;ARICO;Muy descompuesta;Indeterminado;106;El Poris
16/07/2016;Caretta caretta;Tortuga Boba;5660 - actual;Playa de la Runba;Indeterminado;No;ARICO;Avanzada descomposicón.;Indeterminado;316;Playa De La Runba
01/07/2016;Caretta caretta;Tortuga Boba;5537 - actual;Puerto Colón;Otros;No;ADEJE;Está bien. Para analítica. Info Anilla - C.;Otros;428;Puerto Colon
15/06/2016;Caretta caretta;Tortuga Boba;5422 - actual;Puerto Colón;Otros;No;ADEJE;para extracción de sangre;Otros;428;Puerto Colon
13/06/2016;Caretta caretta;Tortuga Boba;5405 - actual;El tablado;Otros;No;GÜÍMAR;Mordida de tiburón?, le falta parte del caparazón, infección;Otros;122;El Tablado
12/06/2016;Caretta caretta;Tortuga Boba;5394 - actual;Las Galletas;Enfermedad;No;ARONA;Flotaba y nadaba en círculos.;Enfermedad;202;Las Galletas
17/05/2016;Caretta caretta;Tortuga Boba;5253 - actual;Puerto Colón;Otros;No;ADEJE;Buen estado. Le extraemos sangre. Dexametasona + compleja B inyectable. Liberada en Puerto Colón por Bonadea.;Otros;428;Puerto Colon
23/09/2015;Caretta caretta;Tortuga Boba;4733 - actual;Taganana;Artes de pesca;No;SANTA CRUZ DE TENERIFE;aleta delantera derecha necrosada enmallada con rafia. Amputada el 17/11;Artes de pesca;493;Taganana
28/08/2015;Caretta caretta;Tortuga Boba;4638 - actual;Bajamar;Indeterminado;No;LA LAGUNA;Recogido por Urbaser en Playa de Bajamar y traslado al PIRS.;Indeterminado;33;Bajamar
18/06/2015;Caretta caretta;Tortuga Boba;4558 - actual;Fañabé;Debilidad agotamiento;No;ADEJE;Con musgos y percebes en el caparazón;Debilidad agotamiento;133;Fañabe
04/07/2015;Caretta caretta;Tortuga Boba;4389 - actual;tajao;Artes de pesca;No;ARICO;Gran estado de descomposición enredada en una malla, cabeza en los huesos;Artes de pesca;496;Tajao
29/06/2015;Caretta caretta;Tortuga Boba;4254 - actual;Puerto Colón;Debilidad agotamiento;No;ADEJE;Liberada en Playa El Socorro;Debilidad agotamiento;428;Puerto Colon
12/06/2015;Caretta caretta;Tortuga Boba;4083 - actual;Puerto Colón;Artes de pesca;No;ADEJE;cuello. Cortes en aleta trasera izda. Necrosada por enmallamiento;Artes de pesca;428;Puerto Colon
20/05/2013;Caretta caretta;Tortuga Boba;2043 - actual;La Jaca;Artes de pesca;No;ARICO;Aleta delantera derecha necrosada por enmallamiento;Artes de pesca;174;La Jaca
30/05/2014;Caretta caretta;Tortuga Boba;3010 - actual;Puerto Colón;Artes de pesca;No;ADEJE;Aleta delantera izda necrosada, se amputa el 2 de junio;Artes de pesca;428;Puerto Colon
08/09/2013;Caretta caretta;Tortuga Boba;2514 - actual;Puerto Colón;Enfermedad;No;ADEJE;Con percebes en el caparazón, flota;Enfermedad;428;Puerto Colon
03/09/2013;Caretta caretta;Tortuga Boba;2493 - actual;Playas de Fañabé;Debilidad agotamiento;No;ADEJE;con clacas.;Debilidad agotamiento;381;Playas De Fañabe
16/07/2013;Caretta caretta;Tortuga Boba;2297 - actual;Fañabé (2 Millas);Artes de pesca;No;ADEJE;Musgo y clacas en el caparazon, cuello inflamado por artes de pesca;Artes de pesca;136;Fañabe (2 Millas)
20/05/2013;Caretta caretta;Tortuga Boba;2040 - actual;Fañabé 2,5 millas;Artes de pesca;No;ADEJE;aleta derecha necrosada se amputa el 23 de mayo;Artes de pesca;138;Fañabe 2,5 Millas
03/10/2009;Caretta caretta;Tortuga Boba;8632 - 1998-2010;Playa La Ballenita (Teno);Artes de pesca;No;NA;Aleta Delantera Izquierda, necrosada, amputada el O6 Octubre 09;Artes de pesca;348;Playa La Ballenita (teno)
21/09/2007;Caretta caretta;Tortuga Boba;7029 - 1998-2010;Poris;Artes de pesca;No;NA;Aleta trasera dcha enmallada;Artes de pesca;387;Poris
16/09/2007;Caretta caretta;Tortuga Boba;7006 - 1998-2010;Las Caletillas;Artes de pesca;No;NA;Aleta delantera izda necrosada, amputada el 18/09;Artes de pesca;195;Las Caletillas
26/04/2007;Caretta caretta;Tortuga Boba;6512 - 1998-2010;Puerto Colón;Enfermedad;Si;NA;Flota, inflamación aleta delantera dcha y trasera derecha 18,13 Kg prolapso intestinal.;Enfermedad;428;Puerto Colon
04/07/2006;Caretta caretta;Tortuga Boba;5996 - 1998-2010;Puerto Colón;Artes de pesca;No;NA;Corte en el cuello, expulsó rafia por el culo;Artes de pesca;428;Puerto Colon
02/07/2006;Caretta caretta;Tortuga Boba;5988 - 1998-2010;Callao Salvaje;Enfermedad;Si;NA;Muy Flaca, hinchada;Enfermedad;51;Callao Salvaje
02/08/2005;Caretta caretta;Tortuga Boba;5280 - 1998-2010;El Pris;Artes de pesca;No;NA;Corte en aleta delantera dercha y caparazon raspado;Artes de pesca;114;El Pris
28/07/2004;Caretta caretta;Tortuga Boba;4491 - 1998-2010;Poris de Abona;Artes de pesca;No;NA;Rafia en aletas y cabeza;Artes de pesca;390;Poris De Abona
22/08/2003;Caretta caretta;Tortuga Boba;3776 - 1998-2010;Puerto  Colón;Artes de pesca;No;NA;Rafia en aleta delanrtera izda. Muy fuerte come y se hunde;Artes de pesca;421;Puerto  Colon
11/08/2003;Caretta caretta;Tortuga Boba;3742 - 1998-2010;Muelle;Artes de pesca;No;NA;aleta delantera dcha necrosada;Artes de pesca;259;Muelle
15/06/2003;Caretta caretta;Tortuga Boba;3500 - 1998-2010;Puerto Colón;Indeterminado;No;NA;APN;Indeterminado;428;Puerto Colon
26/05/2003;Caretta caretta;Tortuga Boba;3427 - 1998-2010;Puerto Colón;Otros;No;NA;APN;Otros;428;Puerto Colon
19/11/2002;Caretta caretta;Tortuga Boba;3135 - 1998-2010;El Médano;Artes de pesca;Si;NA;Aletas delantera y cuello con cortes;Artes de pesca;100;El Medano
15/08/2002;Caretta caretta;Tortuga Boba;2936 - 1998-2010;Puerto Colón;Artes de pesca;No;NA;NA;Artes de pesca;428;Puerto Colon
13/08/2002;Caretta caretta;Tortuga Boba;2927 - 1998-2010;Puertito de Güímar;Artes de pesca;No;NA;Corte en el cuello;Artes de pesca;416;Puertito De Guimar
04/10/2001;Caretta caretta;Tortuga Boba;2382 - 1998-2010;Pto. Colón;Artes de pesca;No;NA;Aleta delantera izquierda amputada. 11 Kilos;Artes de pesca;402;Pto. Colon
05/09/2001;Caretta caretta;Tortuga Boba;2320 - 1998-2010;Puerto Colon;Choques;No;NA;NA;Choques;423;Puerto Colon
01/08/2001;Caretta caretta;Tortuga Boba;2254 - 1998-2010;Poris de Abona;Hidrocarburos;No;NA;NA;Hidrocarburos;390;Poris De Abona
30/05/2001;Caretta caretta;Tortuga Boba;2015 - 1998-2010;Los Roques. Anaga;Hidrocarburos;No;NA;NA;Hidrocarburos;236;Los Roques. Anaga
22/10/2000;Caretta caretta;Tortuga Boba;1711 - 1998-2010;Puerto Colón;NA;No;NA;Pequeño corte en aletas y cuello.;NA;428;Puerto Colon
27/05/1999;Caretta caretta;Tortuga Boba;685 - 1998-2010;Alta mar- unas millas frente Pto. Colón;Artes de pesca;No;NA;Idem ficha 684. Peso:23'500 kgr.;Artes de pesca;16;Alta Mar- Unas Millas Frente Pto. Colon
02/05/1999;Caretta caretta;Tortuga Boba;614 - 1998-2010;Alta mar;Otros;No;NA;La recogió el barco Makinsi V. Estado general bueno. El día 03/05/99 su peso es de 13 kg.;Otros;14;Alta Mar
18/05/2013;Caretta caretta;Tortuga Boba;2029 - actual;los Gigantes;Hidrocarburos;No;SANTIAGO DEL TEIDE;Totalmente petroleada, microchipada para el video de fauna,  se libera en un barco en alta mar;Hidrocarburos;225;Los Gigantes
17/05/2013;Caretta caretta;Tortuga Boba;2025 - actual;Las Galletas;Artes de pesca;No;ARONA;Corte en el cuello y aleta delantera izda.;Artes de pesca;202;Las Galletas
05/09/2012;Caretta caretta;Tortuga Boba;1559 - actual;Los Gigantes;Artes de pesca;No;SANTIAGO DEL TEIDE;Aleta delantera izda inflamada por nylon;Artes de pesca;227;Los Gigantes
07/09/2012;Caretta caretta;Tortuga Boba;1566 - actual;Radazul;Artes de pesca;No;EL ROSARIO;NA;Artes de pesca;468;Radazul
19/07/2012;Caretta caretta;Tortuga Boba;1403 - actual;El Médano;Artes de pesca;No;GRANADILLA DE ABONA;Cortes en aletas delanteras, no se amputan.El Socorro;Artes de pesca;100;El Medano
24/07/2012;Caretta caretta;Tortuga Boba;1422 - actual;Puerto colón;Enfermedad;No;ADEJE;Muy inflada;Enfermedad;427;Puerto Colon
25/07/2012;Caretta caretta;Tortuga Boba;1425 - actual;Los Gigantes;Artes de pesca;No;SANTIAGO DEL TEIDE;Cortes en aletas y cuello por el nylon no se amputa ninguna aleta;Artes de pesca;227;Los Gigantes
27/04/2013;Caretta caretta;Tortuga Boba;1956 - actual;muelle;Otros;No;SANTA CRUZ DE TENERIFE;La cogieron del agua, APN, bien;Otros;258;Muelle
27/04/2013;Caretta caretta;Tortuga Boba;1954 - actual;El Médano;Artes de pesca;No;GRANADILLA DE ABONA;Enredada en una malla con la 1955;Artes de pesca;100;El Medano
27/04/2013;Caretta caretta;Tortuga Boba;1955 - actual;El Médano;Artes de pesca;No;GRANADILLA DE ABONA;enredada con la 1954 en una malla;Artes de pesca;100;El Medano
14/11/2010;Caretta caretta;Tortuga Boba;9520 - 1998-2010;Charco del Viento;Enfermedad;No;NA;Deformidad en el caparazón, débil, flaca con cirrípedos y musgos, entre eutanasia y liberación decidimos que siga el curso de la naturaleza;Enfermedad;57;Charco Del Viento
24/07/2010;Caretta caretta;Tortuga Boba;9266 - 1998-2010;Los Gigantes;Artes de pesca;No;NA;Aleta trasera derecha enmallada. Con musgo;Artes de pesca;227;Los Gigantes
16/05/2010;Caretta caretta;Tortuga Boba;8944 - 1998-2010;Fañabé;Indeterminado;No;NA;Varada muerta y decompuesta, Muy Descompuesta;Indeterminado;133;Fañabe
13/03/2010;Caretta caretta;Tortuga Boba;8810 - 1998-2010;El Médano;Artes de pesca;Si;NA;corte en la aleta delantera derecha, e inflamación. Necropsia:pulmones hemorragicos, sintomas de maldigestión y mal absorción, emaciacion.;Artes de pesca;100;El Medano
18/09/2009;Caretta caretta;Tortuga Boba;8596 - 1998-2010;Puerto Colón;Artes de pesca;No;NA;NA;Artes de pesca;428;Puerto Colon
26/08/2009;Caretta caretta;Tortuga Boba;8522 - 1998-2010;Playa de la Punta (El Porís);Artes de pesca;No;NA;Heridas en las Aletas delanteras y cuello, por enmallamiento.;Artes de pesca;315;Playa De La Punta (el Poris)
08/05/2009;Caretta caretta;Tortuga Boba;8136 - 1998-2010;Las teresitas;Artes de pesca;No;NA;Aleta delantera derecha necrosada;Artes de pesca;210;Las Teresitas
04/08/2008;Caretta caretta;Tortuga Boba;7702 - 1998-2010;El Guincho;Enfermedad;No;NA;Malformacion en el caparazon, aletas trasera paarlizadas por eso.;Enfermedad;97;El Guincho
05/05/2008;Caretta caretta;Tortuga Boba;7360 - 1998-2010;La Punta;Artes de pesca;No;NA;Corte en el cuello con rafia. Lib ¿?;Artes de pesca;181;La Punta
22/01/2008;Caretta caretta;Tortuga Boba;7192 - 1998-2010;Punta de Teno;Artes de pesca;No;NA;Enmallada;Artes de pesca;456;Punta De Teno
15/08/2007;Caretta caretta;Tortuga Boba;6912 - 1998-2010;Puerto;Artes de pesca;No;NA;Nylon en boca, se extrae el 16/08;Artes de pesca;420;Puerto
27/07/2007;Caretta caretta;Tortuga Boba;6858 - 1998-2010;El Poris;Artes de pesca;No;NA;Aleta delantera dcha.;Artes de pesca;107;El Poris
22/09/2006;Caretta caretta;Tortuga Boba;6268 - 1998-2010;El Poris;Enfermedad;No;NA;Pequeñita, no come y flota. Se recupera muy bien con antibióticos y agua caliente;Enfermedad;107;El Poris
01/07/2006;Caretta caretta;Tortuga Boba;5978 - 1998-2010;Caletillas;Indeterminado;No;NA;Muy descompuesta;Indeterminado;48;Caletillas
18/08/2004;Caretta caretta;Tortuga Boba;4570 - 1998-2010;Muelle La Hondura;Enfermedad;No;NA;infección en ojos y aletas;Enfermedad;275;Muelle La Hondura
11/08/2004;Caretta caretta;Tortuga Boba;4553 - 1998-2010;Abades;Artes de pesca;No;NA;muerta en el fondo del mar con cuerdas enrolladas;Artes de pesca;5;Abades
11/03/2004;Caretta caretta;Tortuga Boba;4126 - 1998-2010;Los Cristianos;Artes de pesca;No;NA;Aleta delantera izqda. Con corte;Artes de pesca;220;Los Cristianos
07/06/2003;Caretta caretta;Tortuga Boba;3474 - 1998-2010;Puerto Colón;Enfermedad;No;NA;Con algas y percebes, Pequeña;Enfermedad;428;Puerto Colon
10/03/2003;Caretta caretta;Tortuga Boba;3232 - 1998-2010;Los Cristianos;Enfermedad;No;NA;Le falta la aleta delantera derecha. Llena de percebes;Enfermedad;220;Los Cristianos
31/10/2002;Caretta caretta;Tortuga Boba;3112 - 1998-2010;Los Abrigos;Indeterminado;No;NA;NA;Indeterminado;215;Los Abrigos
09/10/2002;Caretta caretta;Tortuga Boba;3078 - 1998-2010;Pto. Colón;Artes de pesca;No;NA;Ojo derecho, corte en aleta delantera izda.;Artes de pesca;402;Pto. Colon
09/09/2002;Caretta caretta;Tortuga Boba;2996 - 1998-2010;Jover tejina;Artes de pesca;Si;NA;Multiplés heridas golpe en la cabeza, enredada en una red con la anterior;Artes de pesca;160;Jover Tejina
09/09/2002;Caretta caretta;Tortuga Boba;2995 - 1998-2010;Jover, Tejina;Artes de pesca;No;NA;Multiples heridas aleta delantera dcha. Muy mal;Artes de pesca;161;Jover, Tejina
27/05/2002;Caretta caretta;Tortuga Boba;2674 - 1998-2010;Los Gigantes;Artes de pesca;Si;NA;Anzuelo, traslado Tafira el 25-06-02;Artes de pesca;227;Los Gigantes
14/05/2002;Caretta caretta;Tortuga Boba;2631 - 1998-2010;Charco La Arena. Pta. Hidalgo;Choques;Si;NA;Aleta derecha inmovil. Politraumatismo, caparazón roto. Flaca, débil y flota.;Choques;59;Charco La Arena. Pta. Hidalgo
23/11/2001;Caretta caretta;Tortuga Boba;2436 - 1998-2010;Punta Rasca;Artes de pesca;No;NA;NA;Artes de pesca;463;Punta Rasca
10/09/2001;Caretta caretta;Tortuga Boba;2330 - 1998-2010;Puerto Colon;Otros;No;NA;NA;Otros;423;Puerto Colon
01/08/2001;Caretta caretta;Tortuga Boba;2253 - 1998-2010;Poris de Abona;Hidrocarburos;No;NA;Recogida muerta llena de alquitrán;Hidrocarburos;390;Poris De Abona
10/07/2001;Caretta caretta;Tortuga Boba;2185 - 1998-2010;Puerto Colón;Enfermedad;No;NA;Traslado Tafira el 10 de julio, pequeñita 1 kg.;Enfermedad;428;Puerto Colon
06/07/2001;Caretta caretta;Tortuga Boba;2167 - 1998-2010;Puerto Colón;Indeterminado;No;NA;NA;Indeterminado;428;Puerto Colon
14/04/2001;Caretta caretta;Tortuga Boba;1877 - 1998-2010;El Porís;Artes de pesca;No;NA;Aleta dcha delantera necrosada. Amputada;Artes de pesca;108;El Poris
23/09/2000;Caretta caretta;Tortuga Boba;1615 - 1998-2010;Amarilla Golf, Puerto Nuevo;NA;Si;NA;Aleta trasera izquierda enredada en red.     Amputada;NA;20;Amarilla Golf, Puerto Nuevo
23/05/1999;Caretta caretta;Tortuga Boba;670 - 1998-2010;Playa del Fraile;Choques;Si;NA;Se traslada al Centro de Tafira, Gran Canaria. Herida y corte transversal en el vientre. Peso: 10'500 kgr.;Choques;334;Playa Del Fraile
30/12/2012;Caretta caretta;Tortuga Boba;1761 - actual;Muelle;Artes de pesca;No;SANTA CRUZ DE TENERIFE;Pequeños cortes en aletas y cuello por nylon, bien- activa;Artes de pesca;259;Muelle
19/09/2012;Caretta caretta;Tortuga Boba;1598 - actual;Muelle;Artes de pesca;No;SANTA CRUZ DE TENERIFE;enrollada en una red;Artes de pesca;259;Muelle
12/09/2012;Caretta caretta;Tortuga Boba;1577 - actual;Puerto Colón;Artes de pesca;No;ADEJE;Aleta delantera izda necrosada, se le amputa;Artes de pesca;428;Puerto Colon
01/09/2012;Caretta caretta;Tortuga Boba;1553 - actual;Playa de la Punta;Artes de pesca;No;ARICO;Aleta delantera drcha., necrosis por enmallamiento, flaca y con cirrípedos. Amputada el 10 Sep 12;Artes de pesca;314;Playa De La Punta
28/08/2012;Caretta caretta;Tortuga Boba;1550 - actual;Playas de Fañabé;Otros;No;ADEJE;recogida por la embarcación "Free-Bird",flotando a la deriva.;Otros;381;Playas De Fañabe
20/08/2012;Caretta caretta;Tortuga Boba;1530 - actual;Los Gigantes;Indeterminado;No;SANTIAGO DEL TEIDE;NA;Indeterminado;227;Los Gigantes
22/08/2012;Caretta caretta;Tortuga Boba;1532 - actual;Puerto Colón;Artes de pesca;No;ADEJE;NA;Artes de pesca;428;Puerto Colon
16/08/2012;Caretta caretta;Tortuga Boba;1522 - actual;Playas de Fañabé;Otros;No;ADEJE;muy activa, recogida por una embarcación.;Otros;381;Playas De Fañabe
15/08/2012;Caretta caretta;Tortuga Boba;1513 - actual;Playa del Varadero;Indeterminado;No;EL ROSARIO;descomposición moderada, cabeza seccionada (posible hélice de embarcación).;Indeterminado;336;Playa Del Varadero
30/07/2012;Caretta caretta;Tortuga Boba;1442 - actual;Playa Fañabé;Artes de pesca;No;ADEJE;Aleta trasera derecha con heridas por enmallamiento. El Socorro;Artes de pesca;342;Playa Fañabe
12/07/2012;Caretta caretta;Tortuga Boba;1371 - actual;El Poris;Artes de pesca;No;ARICO;aletas delanteras enmalladas Poca cosa;Artes de pesca;107;El Poris
04/07/2012;Caretta caretta;Tortuga Boba;1334 - actual;La Caleta;Enfermedad;No;ADEJE;Ano inflamado;Enfermedad;168;La Caleta
10/04/2013;Caretta caretta;Tortuga Boba;1913 - actual;El Poris;Artes de pesca;No;ARICO;Le falta la aeleta delantera izda y la derecha tiene cortes de nylon;Artes de pesca;107;El Poris
16/02/2013;Caretta caretta;Tortuga Boba;1811 - actual;Fañabé;Artes de pesca;No;ADEJE;Aleta delantera izda amputada de viejo, con percebes y musgo, estaba flotando enredada en rafia;Artes de pesca;133;Fañabe
17/02/2013;Caretta caretta;Tortuga Boba;1814 - actual;Fañabé;Enfermedad;No;ADEJE;flaca, flotando a la deriva, con musgos y percebes, agujero de 2 cm diametro en el caparazón por descalcificación;Enfermedad;133;Fañabe
15/10/2012;Caretta caretta;Tortuga Boba;1661 - actual;Playa San Juan;Artes de pesca;No;GUÍA DE ISORA;NA;Artes de pesca;374;Playa San Juan
13/10/2012;Caretta caretta;Tortuga Boba;1657 - actual;Puerto Colón;Artes de pesca;No;ADEJE;Aleta delantera izda enmallada (no se amputa) se va recuperando poco a poco;Artes de pesca;428;Puerto Colon
29/09/2012;Caretta caretta;Tortuga Boba;1630 - actual;Puerto Colón;Enfermedad;No;ADEJE;Flota;Enfermedad;428;Puerto Colon
01/09/2012;Caretta caretta;Tortuga Boba;1555 - actual;Playa de Jover (Tejina);Otros;No;LA LAGUNA;Aleta delantera Izda., necrosada. Enredada a una bolsa de rafia.;Otros;312;Playa De Jover (tejina)
07/09/2012;Caretta caretta;Tortuga Boba;1567 - actual;club Nautico;Otros;No;SANTA CRUZ DE TENERIFE;Liberada Directamente por Jaime Urioste, 50 cm unos 25 Kg;Otros;65;Club Nautico
20/08/2012;Caretta caretta;Tortuga Boba;1531 - actual;El Socorro;Artes de pesca;No;GÜÍMAR;aleta delantera Izda., necrosada.;Artes de pesca;119;El Socorro
19/08/2012;Caretta caretta;Tortuga Boba;1527 - actual;Chimiche;Indeterminado;No;GRANADILLA DE ABONA;descompuesta.;Indeterminado;61;Chimiche
15/08/2012;Caretta caretta;Tortuga Boba;1514 - actual;Callao Salvaje;Debilidad agotamiento;Si;ADEJE;Exhausta, flaca, y con cirrípedos.;Debilidad agotamiento;51;Callao Salvaje
12/08/2012;Caretta caretta;Tortuga Boba;1501 - actual;Costa Amarilla Golf;Debilidad agotamiento;Si;SAN MIGUEL DE ABONA;Se le murió a Jaime ya microchipada 9802000210018109;Debilidad agotamiento;75;Costa Amarilla Golf
10/08/2012;Caretta caretta;Tortuga Boba;1499 - actual;Las Galletas;Artes de pesca;No;ARONA;Aleta delantera Izda., enmallada (poca cosa).;Artes de pesca;202;Las Galletas
31/07/2012;Caretta caretta;Tortuga Boba;1455 - actual;Puerto Colón;Artes de pesca;No;ADEJE;Corte en aleta izda delantera. No se amputa;Artes de pesca;428;Puerto Colon
30/07/2012;Caretta caretta;Tortuga Boba;1440 - actual;Playa San Juan;Indeterminado;No;GUÍA DE ISORA;Descompuesta;Indeterminado;374;Playa San Juan
30/07/2012;Caretta caretta;Tortuga Boba;1443 - actual;los Gigantes;Artes de pesca;No;SANTIAGO DEL TEIDE;El Socorro;Artes de pesca;225;Los Gigantes
27/07/2012;Caretta caretta;Tortuga Boba;1435 - actual;Los Gigantes;Artes de pesca;No;SANTIAGO DEL TEIDE;Nylon en la boca, se lo quitaron y no tenía anzuelo;Artes de pesca;227;Los Gigantes
09/07/2012;Caretta caretta;Tortuga Boba;1361 - actual;El socorro;Indeterminado;No;GÜÍMAR;Se la lleva el servicio de limpieza;Indeterminado;118;El Socorro
07/07/2012;Caretta caretta;Tortuga Boba;1351 - actual;Los Cristianos;Artes de pesca;No;ARONA;herida en cuello por enmallamiento;Artes de pesca;220;Los Cristianos
02/07/2012;Caretta caretta;Tortuga Boba;1324 - actual;Puerto Colón;Artes de pesca;No;ADEJE;NA;Artes de pesca;428;Puerto Colon
29/06/2012;Caretta caretta;Tortuga Boba;1309 - actual;Puerto Colón;Artes de pesca;No;ADEJE;Corte y poca movilidad en aleta delantera izda;Artes de pesca;428;Puerto Colon
28/06/2012;Caretta caretta;Tortuga Boba;1303 - actual;Taganana;Artes de pesca;No;SANTA CRUZ DE TENERIFE;descompuesta;Artes de pesca;493;Taganana
23/01/2013;Caretta caretta;Tortuga Boba;1791 - actual;Las Galletas;Artes de pesca;No;ARONA;aleta delantera izda inflamada (la mueve, no se amputa de momento);Artes de pesca;202;Las Galletas
25/03/2012;Caretta caretta;Tortuga Boba;1005 - actual;Puertito de Güimar;Indeterminado;No;GÜÍMAR;avanzado estado de descomposición.;Indeterminado;415;Puertito De Guimar
07/07/2013;Caretta caretta;Tortuga Boba;2249 - actual;callao Salvaje;Indeterminado;No;ADEJE;descompuesta peso aprox 12 kg;Indeterminado;50;Callao Salvaje
07/07/2013;Caretta caretta;Tortuga Boba;2248 - actual;Costa del Silencio;Enfermedad;No;SAN MIGUEL DE ABONA;Clacas y musgo en el caparazón;Enfermedad;79;Costa Del Silencio
14/01/2014;Caretta caretta;Tortuga Boba;2749 - actual;El Poris;Debilidad agotamiento;Si;ARICO;Muy delagada y débil;Debilidad agotamiento;107;El Poris
09/06/2012;Caretta caretta;Tortuga Boba;1225 - actual;Fañabé;Otros;No;ADEJE;Flotando a la deriva, caparazón seccionado en la zona anal, muy activa;Otros;133;Fañabe
06/06/2012;Caretta caretta;Tortuga Boba;1208 - actual;Los Gigantes;Indeterminado;No;SANTIAGO DEL TEIDE;??;Indeterminado;227;Los Gigantes
05/06/2012;Caretta caretta;Tortuga Boba;1207 - actual;Puerto Colón;Artes de pesca;No;ADEJE;Aleta delantera drcha., necrosada.;Artes de pesca;428;Puerto Colon
03/06/2012;Caretta caretta;Tortuga Boba;1202 - actual;CIDEMAT (Valleseco);Indeterminado;No;SANTA CRUZ DE TENERIFE;microchip: 982000148389967;Indeterminado;63;Cidemat (valleseco)
01/06/2012;Caretta caretta;Tortuga Boba;1198 - actual;Los Gigantes;Artes de pesca;No;SANTIAGO DEL TEIDE;cortes en el cuello y en las aletas delanteras.;Artes de pesca;227;Los Gigantes
25/03/2012;Caretta caretta;Tortuga Boba;1004 - actual;Los Gigantes;Artes de pesca;No;SANTIAGO DEL TEIDE;cortes en la aleta trasera derecha y cuello.;Artes de pesca;227;Los Gigantes
18/03/2012;Caretta caretta;Tortuga Boba;988 - actual;Playas de Fañabé;Otros;No;ADEJE;flotando a la deriva con musgo y percebes. Lib. con david Novillo;Otros;381;Playas De Fañabe
20/02/2012;Caretta caretta;Tortuga Boba;939 - actual;Pto. S/C Tfe.;Artes de pesca;No;SANTA CRUZ DE TENERIFE;Aletas delanteras y cuello, heridas por enmallamiento, entregada a la Fundación Neotrópico (Jaime Urioste) 07 Marzo 2012.;Artes de pesca;407;Pto. S/c Tfe.
14/02/2012;Caretta caretta;Tortuga Boba;931 - actual;Puerto Colón;Artes de pesca;No;ADEJE;le falta un trocito de caparazón encima de la aleta trasera Izda.,herida en el cuello por enmallamiento., con musgo.,Peso 5 Kg., LR 33 cm., LC 36 cm., AR 27 cm., AC 33 cm., entregada a la Fundación Neotrópico (Jaime Urioste) el 24 Feb.12.;Artes de pesca;428;Puerto Colon
16/07/2014;Caretta caretta;Tortuga Boba;3291 - actual;Valleseco;Artes de pesca;No;SANTA CRUZ DE TENERIFE;Aleta delantera derecha necrosada por enmallamiento, se amputa el 17/07;Artes de pesca;515;Valleseco
